Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
35208,700.17,253.5252783,176.9979367,1.432362902,0.715954351,35700,211.7267529,0.774380856,0.986218487,0.90249379,0.835130739,0.007200786,0.002160616,0.69744335,0.998991982,DERMASON
54631,893.756,303.9114567,229.3542891,1.325074224,0.656099146,55557,263.7391696,0.756243079,0.983332433,0.859431116,0.867815819,0.005562985,0.001946247,0.753104295,0.99791909,BARBUNYA
67569,1000.412,393.0703786,220.7569328,1.780557347,0.827394006,68609,293.311307,0.711252632,0.984841639,0.848397872,0.746205573,0.005817318,0.001112594,0.556822757,0.99145485,CALI
75854,1095.858,402.9619969,240.9242054,1.672567504,0.801583238,77204,310.7737319,0.812489289,0.982513859,0.793742777,0.771223426,0.005312337,0.001159274,0.594785573,0.994819022,BARBUNYA
44697,791.572,302.6031455,188.521111,1.605141959,0.782223543,45147,238.5581437,0.800505051,0.99003256,0.896411443,0.788353153,0.0067701,0.001613088,0.621500693,0.997596841,SIRA
93438,1196.46,465.4752175,259.2026572,1.795796472,0.830609066,95390,344.9187681,0.702351243,0.979536639,0.820232608,0.741003506,0.004981648,0.000926475,0.549086196,0.986047054,CALI
35506,713.086,262.1062149,173.2478277,1.512897555,0.750400622,35941,212.620891,0.760918949,0.987896831,0.877460939,0.811201257,0.007382026,0.001971831,0.658047479,0.995558422,SIRA
42277,743.905,269.4075425,200.0331477,1.346814494,0.669854098,42559,232.010233,0.794680451,0.993373904,0.960017325,0.86118685,0.006372438,0.002162096,0.741642791,0.99885526,SEKER
43390,768.192,281.7185673,197.2122182,1.428504633,0.714110758,43855,235.044387,0.766039335,0.989396876,0.923974433,0.834323379,0.006492707,0.001940632,0.6960955,0.994375647,SIRA
32772,681.677,258.1218911,162.1679349,1.591694999,0.77800259,33242,204.2709141,0.762139535,0.98586126,0.886248531,0.791373848,0.007876294,0.001905585,0.626272567,0.996834913,DERMASON
22964,565.797,216.1733746,135.5463134,1.594830351,0.778998376,23222,170.9931955,0.766488652,0.988889846,0.901438539,0.79100026,0.009413577,0.002273217,0.625681411,0.997855705,DERMASON
39377,777.438,312.4027624,161.8858003,1.92977248,0.855262012,39983,223.911486,0.741409501,0.984843559,0.818692781,0.716739776,0.007933635,0.001291511,0.513715907,0.991354819,HOROZ
35369,700.593,256.7380126,175.7317353,1.460965557,0.729032734,35801,212.2102954,0.749740329,0.987933298,0.905526277,0.826563598,0.007258843,0.002090029,0.683207381,0.998142452,DERMASON
26264,599.479,221.7402597,151.2012457,1.466524026,0.731459863,26596,182.8670648,0.800682885,0.98751692,0.918380778,0.824690406,0.008442745,0.002408947,0.680114266,0.997403912,DERMASON
41574,749.958,269.3261119,196.742213,1.368928955,0.682914729,42006,230.0731641,0.752470588,0.989715755,0.928876106,0.854254949,0.006478234,0.002128073,0.729751518,0.998977983,SEKER
72483,1022.607,402.4616043,231.3031665,1.739974469,0.818349366,73363,303.789766,0.794978942,0.988004853,0.871020751,0.754829188,0.005552497,0.001111892,0.569767103,0.991380213,CALI
74810,1036.905,399.9959289,239.3258913,1.671344152,0.801256637,75543,308.6276889,0.795766408,0.990296917,0.874362617,0.771577075,0.005346824,0.001168942,0.595331183,0.995003291,CALI
77728,1053.386,405.4237429,245.362623,1.652345162,0.796073138,78359,314.5891977,0.807270084,0.991947319,0.880262646,0.77595159,0.005215929,0.001166407,0.602100869,0.994878458,CALI
45623,770.991,270.4839862,215.0498095,1.257773661,0.606536548,46014,241.016613,0.750217881,0.991502586,0.964484131,0.891056866,0.005928676,0.002305468,0.793982338,0.998650072,SEKER
30103,649.08,242.802559,158.7150349,1.529801881,0.756771578,30544,195.7762243,0.70863936,0.985561812,0.897890109,0.80631862,0.008065726,0.002103052,0.650149717,0.994600261,DERMASON
43626,760.859,264.4892473,210.3242018,1.257531207,0.606335563,44036,235.6827282,0.764416253,0.990689436,0.946993275,0.891086237,0.006062652,0.002357878,0.794034682,0.998523392,SEKER
48905,836.247,323.7971075,192.8380494,1.679114202,0.80331668,49462,249.5351277,0.795979818,0.98873883,0.878807959,0.770652739,0.006620941,0.00144057,0.593905643,0.997235401,SIRA
68210,1068.247,374.5396102,235.4399837,1.590807153,0.777719308,70112,294.6992863,0.779721079,0.972871976,0.751129035,0.786830761,0.005490978,0.001298239,0.619102646,0.984872917,BARBUNYA
38348,738.386,264.4182971,185.1752411,1.427935482,0.713837131,38910,220.9664908,0.741339313,0.985556412,0.883864468,0.835670198,0.00689523,0.002074284,0.69834468,0.997191148,DERMASON
43655,762.04,259.5877232,214.2979241,1.211340354,0.564355583,44077,235.7610492,0.782235522,0.990425846,0.944687828,0.908213402,0.005946346,0.002495638,0.824851583,0.999176009,SEKER
69923,1015.485,376.5109885,236.7004154,1.590664671,0.777673793,70617,298.3768233,0.774632752,0.990172338,0.852084944,0.792478394,0.005384652,0.001310048,0.628022004,0.998972415,CALI
53839,888.3,350.6316116,196.3478764,1.785767273,0.828503838,54482,261.820442,0.772439024,0.988197937,0.857407987,0.746710888,0.006512595,0.001248946,0.55757715,0.995703026,SIRA
38883,728.545,269.5536264,184.4912404,1.461064633,0.729076309,39263,222.5025241,0.79717484,0.990321677,0.920570101,0.825448083,0.006932429,0.001985291,0.681364537,0.995517627,DERMASON
27475,629.537,235.8705626,148.9636302,1.583410408,0.775336614,27891,187.0354418,0.680208952,0.985084794,0.871174279,0.792957967,0.008584916,0.00209371,0.628782338,0.995620498,DERMASON
32279,670.977,250.8205643,164.181397,1.527703924,0.755995254,32662,202.7286345,0.757189772,0.988273835,0.900979001,0.808261616,0.007770395,0.002045647,0.653286839,0.998028868,DERMASON
34509,668.332,230.3294856,190.9197413,1.206420478,0.559399185,34776,209.6144638,0.783654283,0.992322291,0.970862501,0.910063526,0.006674476,0.002824124,0.828215621,0.999176286,SEKER
46787,819.8,312.7521729,191.2449789,1.635348414,0.791251782,47361,244.0718308,0.702507508,0.987880323,0.874821071,0.780400112,0.006684596,0.001529411,0.609024335,0.99596698,SIRA
40551,746.337,280.6973935,184.7203999,1.519579827,0.752950944,40961,227.2248595,0.723969864,0.989990479,0.914832295,0.809501138,0.006922083,0.001833523,0.655292093,0.995768645,DERMASON
30938,649.057,243.6379219,162.0617416,1.503364825,0.746687911,31236,198.4728824,0.72082945,0.990459726,0.922861276,0.814622292,0.007875038,0.00213923,0.663609479,0.997647148,DERMASON
36995,694.774,245.2067081,192.3369273,1.274881072,0.620271881,37328,217.0334006,0.741234222,0.991079083,0.963087575,0.885103847,0.006628104,0.002509262,0.783408819,0.998753076,SEKER
75037,1057.664,414.5013815,231.6883089,1.789047464,0.82919687,75812,309.095577,0.755598743,0.989777344,0.842926838,0.745704576,0.00552396,0.001053653,0.556075315,0.994845132,CALI
53370,892.301,344.2801299,200.1156997,1.720405398,0.813719075,54303,260.6775681,0.808636364,0.982818629,0.842333954,0.757167043,0.006450817,0.00130786,0.573301932,0.986311738,HOROZ
63127,989.856,351.1002035,229.1462507,1.532210116,0.757657815,64252,283.5062482,0.718528046,0.982490817,0.809619528,0.807479589,0.005561807,0.001458552,0.652023287,0.999036677,BARBUNYA
44911,770.999,261.8356413,218.8099031,1.196635242,0.549221921,45359,239.1285453,0.766857338,0.990123239,0.949412532,0.913277292,0.0058301,0.00250188,0.834075412,0.998084032,SEKER
26253,590.582,216.9667002,154.2669578,1.40643663,0.703175073,26516,182.8287662,0.792495547,0.99008146,0.945863333,0.842658187,0.008264454,0.002570394,0.71007282,0.998672424,DERMASON
53562,906.878,366.8484964,187.3973369,1.95759717,0.859681556,54407,261.1460444,0.685426904,0.98446891,0.81840621,0.711863472,0.006849044,0.001084917,0.506749603,0.992011588,HOROZ
25846,597.185,211.2826191,156.3686136,1.351183043,0.672505442,26176,181.4060343,0.712953768,0.987393032,0.910721151,0.858594214,0.008174674,0.002740325,0.737184024,0.996070553,DERMASON
34239,666.439,232.6862934,187.7243461,1.239510475,0.59086546,34510,208.792837,0.769554077,0.992147204,0.968746459,0.897314723,0.006795943,0.002717745,0.805173713,0.998021251,SEKER
46119,803.509,308.643198,190.7433643,1.618107131,0.786173339,46546,242.3232027,0.722415414,0.990826279,0.897652521,0.785124066,0.006692322,0.001568591,0.6164198,0.997433274,SIRA
158140,1564.995,536.7652652,378.4083166,1.418481681,0.709228037,160990,448.7205161,0.829286711,0.982297037,0.811382599,0.835971597,0.003394241,0.001022559,0.698848511,0.991303812,BOMBAY
31894,674.109,241.641475,168.419132,1.43476262,0.717091142,32327,201.5160094,0.783674873,0.986605624,0.881979728,0.833946281,0.007576393,0.002260448,0.695466399,0.997829193,DERMASON
163850,1525.584,558.5600988,377.4236767,1.479928614,0.737169137,166547,456.749712,0.781488477,0.983806373,0.88467562,0.817727068,0.003408972,0.000940236,0.668677558,0.989595052,BOMBAY
30019,643.041,244.227488,157.05247,1.555069385,0.765817374,30350,195.5028846,0.770567549,0.989093904,0.912281266,0.800495007,0.008135764,0.00206069,0.640792256,0.996476419,DERMASON
42428,774.635,284.8893188,190.1533835,1.498207991,0.744642007,42844,232.4241971,0.724484743,0.990290356,0.888522015,0.815840334,0.006714654,0.001834949,0.665595451,0.997200424,SIRA
33484,681.496,248.1528913,171.9687392,1.443011634,0.720942288,33909,206.477972,0.758174078,0.987466454,0.905984098,0.832059506,0.007411089,0.002191186,0.692323021,0.999030173,DERMASON
39375,746.118,271.9917683,184.9159144,1.470894321,0.733343321,39868,223.9057996,0.79091676,0.987634193,0.888823229,0.823208,0.006907727,0.001956831,0.677671411,0.99678303,SIRA
65761,999.861,381.4211099,220.4853746,1.729915694,0.815992242,66508,289.3605116,0.745589569,0.988768268,0.826606879,0.758637905,0.005800111,0.001185098,0.57553147,0.995620923,CALI
49932,912.073,359.8514348,178.4564627,2.016466254,0.868369897,50696,252.1416208,0.846362465,0.984929777,0.754274849,0.70068255,0.00720683,0.001071542,0.490956035,0.989996277,HOROZ
73927,1082.44,397.7227442,237.1305104,1.677231427,0.802820618,74724,306.8008798,0.803886388,0.989334083,0.792876017,0.771393852,0.005379939,0.001175065,0.595048475,0.998034003,BARBUNYA
36919,706.713,248.8840072,189.0083083,1.316788714,0.65059687,37346,216.8103567,0.770462039,0.988566379,0.928909988,0.871130126,0.006741353,0.002394743,0.758867697,0.999268419,SEKER
53404,926.968,380.7954809,179.6087197,2.120139165,0.881776672,54169,260.7605888,0.82230845,0.985877531,0.781005635,0.68477858,0.007130467,0.00096716,0.468921704,0.99417927,HOROZ
34521,667.908,224.7553177,195.6829765,1.148568576,0.491904913,34830,209.6509059,0.78580046,0.991128338,0.972433566,0.932796198,0.006510684,0.003040559,0.870108747,0.999379565,SEKER
61204,953.807,376.0897293,208.6121823,1.802817674,0.832058917,61712,279.1547118,0.767150073,0.991768214,0.84541249,0.742255611,0.006144855,0.00115055,0.550943392,0.993250484,CALI
37600,721.237,268.883109,178.20375,1.508852137,0.748835892,38001,218.8008384,0.717488789,0.989447646,0.908325931,0.813739618,0.007151147,0.001934182,0.662172166,0.999119887,DERMASON
64149,943.894,351.2026644,233.2841519,1.505471596,0.747516105,64831,285.7919585,0.7712812,0.989480341,0.904801483,0.813752251,0.005474796,0.001480868,0.662192725,0.996912339,CALI
33529,668.926,247.5205101,172.7727385,1.432636376,0.716084281,33773,206.6166709,0.791450288,0.992775294,0.941617046,0.834745657,0.007382281,0.002210991,0.696800313,0.998261475,DERMASON
74591,1081.147,407.1534413,236.7925695,1.719451932,0.813488739,76122,308.1756169,0.7604498,0.979887549,0.801912159,0.756902891,0.005458479,0.001105127,0.572901987,0.985077429,CALI
56893,938.275,339.6134553,214.159517,1.5857967,0.776109749,58014,269.1438601,0.716419226,0.980677078,0.812097941,0.792500579,0.005969336,0.00145246,0.628057168,0.995970985,BARBUNYA
68256,1015.699,395.5950337,221.897243,1.782784808,0.827869879,69414,294.7986404,0.797569526,0.983317486,0.831420346,0.745203087,0.005795755,0.001102525,0.555327641,0.990029682,CALI
44551,787.717,288.0984807,198.2078912,1.453516704,0.725723399,45291,238.1682073,0.765375893,0.983661213,0.902249987,0.826690258,0.006466712,0.001863093,0.683416783,0.993357709,SIRA
73846,1040.717,403.9120572,235.0782203,1.718202804,0.813186299,74693,306.6327566,0.799753076,0.988660249,0.856784384,0.759157225,0.005469654,0.001120641,0.576319693,0.990234112,CALI
32112,674.896,257.48397,159.8626883,1.610657075,0.783917801,32489,202.2035318,0.808438861,0.988396073,0.885938369,0.785305321,0.00801831,0.001881121,0.616704448,0.993299382,DERMASON
76655,1079.305,423.9748356,232.0597877,1.82700691,0.836908183,78011,312.4102708,0.798522855,0.982617836,0.826917102,0.736860409,0.005530948,0.00100582,0.542963262,0.991997632,CALI
40462,751.445,278.9242577,185.0171588,1.507558864,0.748332313,40894,226.9753697,0.785975136,0.989436103,0.900456654,0.813752707,0.006893487,0.001864612,0.662193468,0.998295632,SIRA
41824,776.757,293.3454117,182.6543846,1.606013523,0.782492696,42377,230.7638852,0.818697882,0.986950468,0.871094112,0.786662671,0.007013806,0.001656867,0.618838159,0.993862451,SIRA
35099,687.327,248.991697,179.8896115,1.384136054,0.691399835,35472,211.3987578,0.766839265,0.989484664,0.933636449,0.849019306,0.007093983,0.002273737,0.720833782,0.997732026,DERMASON
40527,730.217,254.2947868,203.1343886,1.251854935,0.601577288,40849,227.1576083,0.772531453,0.99211731,0.955103511,0.893284566,0.0062747,0.002464519,0.797957317,0.998926804,SEKER
45163,798.896,299.1589708,193.0184595,1.549898241,0.764010636,45735,239.7984937,0.777305428,0.987493167,0.889226002,0.801575473,0.006623984,0.001686851,0.64252324,0.995845639,SIRA
59105,957.363,372.9813606,205.5452404,1.814594976,0.834447684,60667,274.3261258,0.757630139,0.974252889,0.810365247,0.735495536,0.006310487,0.001139103,0.540953684,0.981611837,HOROZ
41492,761.691,279.9995221,189.1468891,1.480328455,0.73733639,42008,229.8461555,0.742081448,0.987716625,0.898703815,0.820880528,0.006748277,0.001890134,0.673844841,0.997511692,SIRA
77684,1064.664,402.2665045,247.6890777,1.624078494,0.787954253,78407,314.5001443,0.682312435,0.990778885,0.861224359,0.781820363,0.005178241,0.001193411,0.611243079,0.99270674,CALI
37790,710.546,258.7222594,186.6646893,1.386026787,0.692428213,38210,219.352963,0.727178264,0.989008113,0.940594333,0.847831816,0.006846315,0.002182104,0.718818788,0.996302095,DERMASON
68400,1028.492,404.3096895,216.1529048,1.87048002,0.845091229,69136,295.1094456,0.767676768,0.989354316,0.81257626,0.729909407,0.00591096,0.001034936,0.532767742,0.996531416,CALI
61045,994.105,402.4537469,193.6339248,2.078425809,0.876647413,61812,278.7918722,0.765320195,0.987591406,0.776238977,0.692730219,0.006592739,0.000936488,0.479875156,0.99738491,HOROZ
69566,1014.055,397.0148072,226.1333629,1.755666665,0.821932987,71239,297.6141498,0.784956671,0.976515673,0.850127128,0.749629849,0.005707024,0.001111673,0.56194491,0.986587946,CALI
42164,784.8,296.8464935,181.6844468,1.633857486,0.790820239,42724,231.6999615,0.692586935,0.986892613,0.860267825,0.780537977,0.007040283,0.001611929,0.609239534,0.995410573,SIRA
69398,1009.124,392.7793368,225.9440829,1.738391782,0.817981645,70022,297.2545675,0.813518393,0.991088515,0.85638243,0.756797875,0.005659808,0.001145252,0.572743024,0.995651766,CALI
48011,821.825,295.8616189,208.0512039,1.422061557,0.710987705,48640,247.2438144,0.718512421,0.987068257,0.893288862,0.835673837,0.006162372,0.001853851,0.698350763,0.993097773,SIRA
37632,713.497,265.529855,180.7686029,1.468893661,0.732483787,37954,218.8939253,0.753710269,0.991516046,0.928929727,0.824366531,0.007055959,0.002010098,0.679580177,0.998231014,DERMASON
170021,1556.114,583.2122412,373.5774606,1.561154788,0.767915236,171568,465.2713839,0.791959345,0.990983167,0.882327083,0.797773694,0.003430237,0.000857083,0.636442866,0.993585828,BOMBAY
171308,1592.272,603.421354,363.3694615,1.660627592,0.798358861,173826,467.0290354,0.786621177,0.98551425,0.849088566,0.773968359,0.003522435,0.000779679,0.599027021,0.9947608,BOMBAY
41626,760.147,283.7511809,187.1176498,1.516431941,0.751754815,42103,230.2170048,0.774149154,0.988670641,0.905272593,0.811334085,0.006816681,0.001822014,0.658262998,0.998211035,DERMASON
57995,929.11,324.5696765,229.3523842,1.415157194,0.707577968,58998,271.7379756,0.746002753,0.982999424,0.844240433,0.837225395,0.005596511,0.00169616,0.700946362,0.991949287,BARBUNYA
36481,702.701,264.5266805,175.9062947,1.503793147,0.746856645,36776,215.5204209,0.804858139,0.991978464,0.928400692,0.814739823,0.007251081,0.001970871,0.66380098,0.998219364,DERMASON
58825,966.962,390.074867,195.8928485,1.991266501,0.864755596,60214,273.6755674,0.804301458,0.976932275,0.790593037,0.701597541,0.006631107,0.000991101,0.492239109,0.980179249,HOROZ
50122,891.902,375.6114541,171.1323381,2.194859595,0.890179487,50540,252.6208868,0.824537738,0.991729323,0.791779003,0.672559061,0.007493944,0.000945827,0.45233569,0.99281333,HOROZ
47174,808.254,300.4657223,200.6071324,1.497781852,0.744471743,47646,245.0791755,0.751752932,0.990093607,0.907437749,0.815664342,0.006369308,0.001739073,0.665308318,0.996486725,SIRA
41292,759.156,272.1843268,194.3363178,1.400583946,0.700158031,41690,229.2915334,0.716626171,0.990453346,0.900354885,0.842412699,0.006591696,0.002047748,0.709659156,0.99393722,DERMASON
49658,841.965,311.5370989,203.7515958,1.529004461,0.756476972,50240,251.4488602,0.696582875,0.988415605,0.880260089,0.807123328,0.006273654,0.001642328,0.651448067,0.996067001,SIRA
30774,645.842,241.6743344,162.7097838,1.485309173,0.739405366,31077,197.9461385,0.830674549,0.990250024,0.927131303,0.819061482,0.007853199,0.00218018,0.670861711,0.996437054,DERMASON
79107,1064.494,396.757547,256.3462583,1.547740738,0.763250194,80800,317.3675482,0.758812865,0.97904703,0.877280232,0.79990299,0.005015454,0.0012666,0.639844794,0.990313853,CALI
68386,1045.495,425.1693811,205.7332617,2.06660497,0.875131365,69326,295.0792428,0.640918463,0.986440874,0.786200192,0.6940275,0.006217199,0.000889777,0.481674171,0.995430236,HOROZ
47153,804.357,298.1600917,201.7855477,1.477608754,0.736195311,47591,245.0246197,0.807276151,0.990796579,0.915843994,0.821788786,0.006323248,0.001778938,0.675336808,0.99788358,SIRA
23065,556.502,206.1233263,142.8087606,1.443352112,0.721099389,23341,171.3688131,0.805820494,0.988175314,0.935900898,0.831389713,0.008936628,0.002633735,0.691208855,0.997657761,DERMASON
39621,769.466,284.2134329,179.99725,1.57898764,0.773892337,40781,224.6041496,0.687912355,0.971555381,0.84092338,0.790265778,0.007173303,0.001725805,0.624519999,0.98610936,SIRA
87822,1143.406,443.3108289,254.1225911,1.744476266,0.81938895,88552,334.3926484,0.789908257,0.991756256,0.844135672,0.754307422,0.005047833,0.001008041,0.568979687,0.992571559,CALI
71393,1015.983,393.4260594,234.4531197,1.678058538,0.803038784,72973,301.4969168,0.779144385,0.978348156,0.869145755,0.766336925,0.005510709,0.001172374,0.587272283,0.985477269,CALI
39964,738.327,261.7453629,195.9004504,1.336114145,0.663203581,40451,225.5742564,0.780242093,0.987960743,0.921258087,0.861808033,0.006549529,0.002228599,0.742713086,0.992349461,SIRA
33548,687.588,266.2684634,161.0406152,1.653424281,0.796373267,33909,206.6752047,0.673086955,0.989353859,0.89170237,0.776191075,0.00793694,0.001777082,0.602472584,0.9961428,DERMASON
33338,659.103,232.2637945,182.9185092,1.269766497,0.616255393,33639,206.0273281,0.776747437,0.991052053,0.964368085,0.887040223,0.006966938,0.002660694,0.786840358,0.999103524,SEKER
57011,942.7,381.980929,191.5812266,1.993832777,0.865130645,57679,269.422827,0.775364487,0.988418662,0.806160488,0.705330571,0.006700127,0.001022901,0.497491215,0.991914291,HOROZ
41626,740.681,265.1217788,200.0727973,1.325126566,0.656133432,41933,230.2170048,0.763093732,0.992678797,0.953481202,0.868344373,0.006369139,0.002233719,0.75402195,0.999174517,SEKER
50455,845.681,320.932097,200.773766,1.598476252,0.78014737,50885,253.4586776,0.805398589,0.991549573,0.886545292,0.789757958,0.006360759,0.001526387,0.623717632,0.996997823,SIRA
39852,742.158,281.4782643,181.0254325,1.55491005,0.765762037,40302,225.2579462,0.771159875,0.988834301,0.909216355,0.80026764,0.00706309,0.001786963,0.640428295,0.995808392,SIRA
32336,657.561,231.004161,178.815936,1.291854441,0.633086549,32746,202.9075502,0.798124152,0.987479387,0.939775385,0.878371841,0.007143869,0.002623173,0.771537091,0.996713617,DERMASON
32904,668.662,240.0670103,175.161431,1.370547208,0.683836185,33244,204.6818848,0.799145092,0.989772591,0.924794577,0.852603132,0.007295983,0.002378216,0.7269321,0.996294761,DERMASON
39159,725.519,257.1827991,194.0830594,1.325117194,0.656127293,39528,223.2908134,0.753927609,0.990664845,0.934854184,0.868218303,0.006567655,0.002302003,0.753803021,0.998877344,SEKER
31992,640.338,212.8873637,191.4872537,1.111757361,0.436968432,32258,201.8253689,0.774212284,0.991753984,0.980466376,0.948038274,0.006654394,0.003315826,0.898776569,0.999221466,SEKER
32942,674.93,247.0960351,169.9765205,1.453706868,0.725808707,33368,204.8000417,0.77854982,0.987233277,0.908745685,0.828827713,0.007500942,0.002183497,0.686955378,0.998631751,DERMASON
106806,1263.899,494.7270017,276.1764695,1.791343783,0.829679425,108109,368.7677085,0.705451087,0.987947349,0.840196318,0.745396365,0.004632015,0.000882061,0.55561574,0.995298802,CALI
32218,653.595,222.7560714,184.4046839,1.207974042,0.560975566,32566,202.5369884,0.754431565,0.989314008,0.947743902,0.90923218,0.006914025,0.002914808,0.826703157,0.998635954,SEKER
29447,634.132,239.3146307,157.9483621,1.515144744,0.751263008,29784,193.6313117,0.83136646,0.9886852,0.920219817,0.809107705,0.008126961,0.00214849,0.654655279,0.991897505,DERMASON
76135,1047.656,409.3399353,237.5633729,1.723076795,0.814362043,76684,311.3488281,0.812297286,0.992840749,0.871679449,0.760611905,0.005376501,0.001110023,0.57853047,0.996852429,CALI
74509,1092.049,456.7581544,208.7097977,2.188484486,0.889498951,75260,308.0061773,0.797314072,0.99002126,0.78511694,0.674330987,0.006130241,0.000781897,0.454722281,0.995152657,HOROZ
30200,639.057,234.246627,164.556349,1.423504036,0.711691777,30517,196.0913926,0.719767386,0.989612347,0.929260794,0.837115117,0.007756511,0.002349562,0.700761719,0.997537136,DERMASON
98240,1198.223,472.245656,267.6939943,1.764124956,0.823818773,99642,353.6708256,0.784551742,0.985929628,0.859850433,0.748912819,0.004807061,0.000932791,0.560870411,0.989445489,CALI
31846,657.514,238.9091393,170.0041557,1.405313525,0.702600037,32189,201.364313,0.743370682,0.989344186,0.925666924,0.842848932,0.007502014,0.002335375,0.710394323,0.99832675,DERMASON
45269,796.822,303.559451,190.4324241,1.594053389,0.77875228,45653,240.0797387,0.784272622,0.991588724,0.895958992,0.790882109,0.006705681,0.001618339,0.62549451,0.997071643,SIRA
34796,689.824,253.1734539,175.1641429,1.445349771,0.722018212,35147,210.4843063,0.776349844,0.990013372,0.918888013,0.831383793,0.007275936,0.002144247,0.691199011,0.999024332,DERMASON
81139,1149.98,439.3938611,235.6269835,1.864785835,0.844056274,82672,321.4177709,0.767598505,0.981456841,0.771008099,0.731502643,0.005415323,0.000956462,0.535096117,0.99783966,BARBUNYA
57783,970.455,380.6719666,201.9025479,1.885424283,0.847757146,61035,271.2408535,0.643133807,0.946719096,0.771008465,0.712531726,0.006587958,0.001047484,0.507701461,0.957232663,HOROZ
46427,811.657,293.9180293,202.2461601,1.453268775,0.725612114,46974,243.1310189,0.683795805,0.98835526,0.885595515,0.82720689,0.006330756,0.001828487,0.684271239,0.994430025,SEKER
38768,743.03,278.5906827,178.0659993,1.564536092,0.769067888,39158,222.1732447,0.687668511,0.990040349,0.882410288,0.797489861,0.007186099,0.001792973,0.635990078,0.995029431,SIRA
34003,687.389,261.6872275,166.0757913,1.575709653,0.772812277,34364,208.072017,0.694080425,0.98949482,0.904319599,0.795117205,0.007696004,0.001897447,0.63221137,0.996181559,DERMASON
44738,798.099,293.9916683,194.417472,1.512166912,0.750119186,45304,238.6675318,0.707767758,0.987506622,0.882618235,0.811817332,0.006571408,0.001760644,0.659047381,0.996589643,SIRA
51280,900.429,359.5733017,182.8578303,1.9664091,0.861037671,51960,255.5224527,0.79102843,0.98691301,0.794801966,0.710626878,0.00701196,0.001103026,0.50499056,0.993018032,HOROZ
45805,859.282,350.5989655,167.0855724,2.098319804,0.879135564,46453,241.4968682,0.636357321,0.986050417,0.779563187,0.688812267,0.007654164,0.001062872,0.474462339,0.995573722,HOROZ
42414,768.017,289.0165233,187.3363113,1.542768304,0.761482498,42814,232.3858474,0.797315588,0.990657262,0.903602512,0.804057307,0.006814177,0.001756876,0.646508152,0.997412286,SIRA
38858,753.174,280.9159617,176.5629748,1.591024177,0.777788606,39287,222.4309831,0.690808889,0.989080357,0.860794868,0.791806139,0.007229295,0.001752876,0.626956962,0.997503685,SIRA
34863,713.317,257.295021,173.3408065,1.484330355,0.739000868,35394,210.6868535,0.779618945,0.984997457,0.861012529,0.818853209,0.007380174,0.002046777,0.670520577,0.995274047,DERMASON
47763,826.07,305.789664,199.883083,1.529842643,0.756786622,48313,246.6044208,0.690775772,0.9886159,0.879564637,0.806451133,0.006402229,0.00167041,0.650363429,0.994953707,SIRA
39395,735.469,276.9184076,182.2438612,1.519493748,0.75291836,39735,223.9626573,0.755112994,0.991443312,0.915213094,0.808767677,0.007029278,0.001855178,0.654105156,0.993908695,SIRA
81401,1126.97,443.1299594,236.7420284,1.871784078,0.845326745,82933,321.9362859,0.679428753,0.981527257,0.805406061,0.726505349,0.00544379,0.000935484,0.527810022,0.987946396,CALI
85119,1140.71,449.4686011,243.859741,1.843143929,0.840022718,86686,329.2064349,0.762100457,0.981923263,0.822026615,0.732434778,0.005280473,0.000937408,0.536460704,0.988774289,CALI
51552,890.528,363.8436901,181.0721152,2.009385541,0.86736957,52178,256.1992291,0.705505604,0.988002606,0.816883689,0.704146413,0.0070578,0.001070289,0.49582217,0.9962979,HOROZ
44999,813.978,292.3031212,197.7214909,1.478357865,0.736510414,45602,239.3627086,0.688405465,0.986776896,0.853468295,0.81888523,0.006495769,0.001801783,0.67057302,0.991346898,SIRA
27439,609.885,216.9513012,162.2437839,1.337193302,0.663884598,27893,186.912867,0.759662237,0.983723515,0.927005348,0.861542964,0.007906677,0.002687086,0.742256279,0.992540124,DERMASON
48233,879.325,359.1963177,171.883678,2.089763972,0.878075051,48857,247.8147755,0.767625808,0.987228033,0.783890313,0.689914577,0.007447107,0.001040755,0.475982123,0.994690293,HOROZ
26088,601.714,223.0046202,150.127903,1.485430861,0.739455583,26490,182.2533216,0.717491749,0.984824462,0.905462393,0.817262537,0.008548169,0.002352335,0.667918054,0.99214609,DERMASON
43415,784.119,291.7272259,190.1964475,1.533820582,0.758247568,43938,235.1120899,0.783395586,0.988096864,0.887331123,0.805931257,0.006719503,0.001748674,0.649525192,0.996255107,SIRA
43043,775.619,291.6314153,188.3910563,1.548010936,0.763345644,43508,234.1026478,0.794972665,0.98931231,0.89911557,0.80273467,0.006775351,0.0017354,0.64438295,0.997511853,SIRA
38706,720.119,258.8464423,190.7525632,1.35697491,0.675965465,39128,221.9955176,0.745277751,0.989214884,0.937949847,0.85763403,0.006687502,0.002231782,0.73553613,0.998104074,DERMASON
75016,1044.314,407.4037873,237.0002224,1.719001709,0.81337982,76320,309.0523219,0.811597966,0.982914046,0.864373745,0.758589713,0.005430892,0.001109376,0.575458352,0.989213891,CALI
